,Time stamp,Value[mm]
219575,2021-11-09T15:00:00Z,0.0
230301,2021-11-09T15:15:00Z,0.0
232952,2021-11-09T15:30:00Z,0.0
235583,2021-11-09T15:45:00Z,0.0
238549,2021-11-09T16:00:00Z,0.0
248263,2021-11-09T16:15:00Z,0.0
254772,2021-11-09T16:30:00Z,0.0
257525,2021-11-09T16:45:00Z,0.0
260678,2021-11-09T17:00:00Z,0.0
263878,2021-11-09T17:15:00Z,0.0
267028,2021-11-09T17:30:00Z,0.0
284746,2021-11-09T18:15:00Z,0.0
285239,2021-11-09T17:45:00Z,0.0
286096,2021-11-09T18:00:00Z,0.0
289606,2021-11-09T18:30:00Z,0.0
293547,2021-11-09T18:45:00Z,0.0
297808,2021-11-09T19:00:00Z,0.0
301053,2021-11-09T19:15:00Z,0.0
304090,2021-11-09T19:30:00Z,0.0
308567,2021-11-09T20:00:00Z,0.0
309934,2021-11-09T19:45:00Z,0.0
312241,2021-11-09T20:15:00Z,0.0
314928,2021-11-09T20:30:00Z,0.0
318001,2021-11-09T20:45:00Z,0.0
321101,2021-11-09T21:00:00Z,0.0
324468,2021-11-09T21:15:00Z,0.0
326951,2021-11-09T21:30:00Z,0.0
329774,2021-11-09T22:30:00Z,0.0
335250,2021-11-09T21:45:00Z,0.0
335355,2021-11-09T22:15:00Z,0.0
338146,2021-11-09T22:00:00Z,0.0
340649,2021-11-09T22:45:00Z,0.0
343302,2021-11-09T23:00:00Z,0.0
347404,2021-11-09T23:15:00Z,0.0
349936,2021-11-09T23:30:00Z,0.0
352455,2021-11-09T23:45:00Z,0.0
2098,2021-11-10T00:00:00Z,0.0
4355,2021-11-10T00:15:00Z,0.0
6720,2021-11-10T00:30:00Z,0.0
9162,2021-11-10T00:45:00Z,0.0
11816,2021-11-10T01:00:00Z,0.0
14875,2021-11-10T01:15:00Z,0.0
17336,2021-11-10T01:30:00Z,0.0
19825,2021-11-10T01:45:00Z,0.0
22375,2021-11-10T02:00:00Z,0.0
25344,2021-11-10T02:15:00Z,0.0
27834,2021-11-10T02:30:00Z,0.0
30309,2021-11-10T02:45:00Z,0.0
32988,2021-11-10T03:00:00Z,0.0
36102,2021-11-10T03:15:00Z,0.0
38668,2021-11-10T03:30:00Z,0.0
41117,2021-11-10T03:45:00Z,0.0
44064,2021-11-10T04:00:00Z,0.0
52045,2021-11-10T04:15:00Z,0.0
57844,2021-11-10T04:30:00Z,0.0
69888,2021-11-10T04:45:00Z,0.0
74956,2021-11-10T05:00:00Z,0.0
78360,2021-11-10T05:15:00Z,0.0
82505,2021-11-10T05:30:00Z,0.0
88422,2021-11-10T05:45:00Z,0.0
92450,2021-11-10T06:00:00Z,0.0
100207,2021-11-10T06:15:00Z,0.0
106351,2021-11-10T06:30:00Z,0.0
111764,2021-11-10T06:45:00Z,0.0
115464,2021-11-10T07:00:00Z,0.0
122501,2021-11-10T07:30:00Z,0.0
123315,2021-11-10T07:15:00Z,0.0
125299,2021-11-10T07:45:00Z,0.0
128045,2021-11-10T08:00:00Z,0.0
131498,2021-11-10T08:15:00Z,0.0
134244,2021-11-10T08:30:00Z,0.0
137441,2021-11-10T08:45:00Z,0.0
140731,2021-11-10T09:00:00Z,0.2
146593,2021-11-10T09:15:00Z,0.0
151983,2021-11-10T09:30:00Z,0.0
154466,2021-11-10T09:45:00Z,0.0
157658,2021-11-10T10:00:00Z,0.0
161168,2021-11-10T10:15:00Z,0.0
163819,2021-11-10T10:30:00Z,0.0
166358,2021-11-10T10:45:00Z,0.2
169038,2021-11-10T11:00:00Z,0.0
172209,2021-11-10T11:15:00Z,0.0
174986,2021-11-10T11:30:00Z,0.0
177661,2021-11-10T11:45:00Z,0.0
181237,2021-11-10T12:00:00Z,0.0
188055,2021-11-10T12:15:00Z,0.0
191525,2021-11-10T12:30:00Z,0.0
194213,2021-11-10T12:45:00Z,0.0
196875,2021-11-10T13:00:00Z,0.0
200154,2021-11-10T13:15:00Z,0.0
202894,2021-11-10T13:30:00Z,0.0
205702,2021-11-10T13:45:00Z,0.0
208521,2021-11-10T14:00:00Z,0.0
211866,2021-11-10T14:15:00Z,0.0
214641,2021-11-10T14:30:00Z,0.0
217122,2021-11-10T14:45:00Z,0.0
219970,2021-11-10T15:00:00Z,0.0
231726,2021-11-10T15:15:00Z,0.0
234421,2021-11-10T15:30:00Z,0.2
237543,2021-11-10T15:45:00Z,0.0
240468,2021-11-10T16:00:00Z,0.0
250522,2021-11-10T16:15:00Z,0.0
256418,2021-11-10T16:30:00Z,0.0
259512,2021-11-10T16:45:00Z,0.0
262549,2021-11-10T17:00:00Z,0.0
265904,2021-11-10T17:15:00Z,0.0
268748,2021-11-10T17:30:00Z,0.0
271665,2021-11-10T17:45:00Z,0.0
286430,2021-11-10T18:15:00Z,0.0
287650,2021-11-10T18:00:00Z,0.0
291314,2021-11-10T18:30:00Z,0.0
294603,2021-11-10T18:45:00Z,0.0
299283,2021-11-10T19:00:00Z,0.0
302603,2021-11-10T19:15:00Z,0.0
305370,2021-11-10T19:30:00Z,0.0
307835,2021-11-10T19:45:00Z,0.0
310481,2021-11-10T20:00:00Z,0.0
313856,2021-11-10T20:15:00Z,0.0
316541,2021-11-10T20:30:00Z,0.0
319620,2021-11-10T20:45:00Z,0.0
322731,2021-11-10T21:00:00Z,0.0
325917,2021-11-10T21:15:00Z,0.0
328446,2021-11-10T21:30:00Z,0.0
331215,2021-11-10T22:30:00Z,0.0
334748,2021-11-10T22:15:00Z,0.0
334975,2021-11-10T21:45:00Z,0.0
335168,2021-11-10T22:00:00Z,0.0
342185,2021-11-10T22:45:00Z,0.0
344774,2021-11-10T23:00:00Z,0.0
348904,2021-11-10T23:15:00Z,0.0
351433,2021-11-10T23:30:00Z,0.0
353951,2021-11-10T23:45:00Z,0.0
2023,2021-11-11T00:00:00Z,0.0
4336,2021-11-11T00:15:00Z,0.0
6760,2021-11-11T00:30:00Z,0.0
9107,2021-11-11T00:45:00Z,0.0
11657,2021-11-11T01:00:00Z,0.0
14728,2021-11-11T01:15:00Z,0.0
17279,2021-11-11T01:30:00Z,0.0
19712,2021-11-11T01:45:00Z,0.0
22278,2021-11-11T02:00:00Z,0.0
25246,2021-11-11T02:15:00Z,0.0
27848,2021-11-11T02:30:00Z,0.0
30375,2021-11-11T02:45:00Z,0.0
32884,2021-11-11T03:00:00Z,0.0
36031,2021-11-11T03:15:00Z,0.0
38683,2021-11-11T03:30:00Z,0.0
41072,2021-11-11T03:45:00Z,0.0
44004,2021-11-11T04:00:00Z,0.0
51921,2021-11-11T04:15:00Z,0.0
57548,2021-11-11T04:30:00Z,0.0
69918,2021-11-11T04:45:00Z,0.0
74884,2021-11-11T05:00:00Z,0.0
78180,2021-11-11T05:15:00Z,0.0
82526,2021-11-11T05:30:00Z,0.0
88598,2021-11-11T05:45:00Z,0.0
92144,2021-11-11T06:00:00Z,0.0
100056,2021-11-11T06:15:00Z,0.0
106088,2021-11-11T06:30:00Z,0.0
111614,2021-11-11T06:45:00Z,0.0
115145,2021-11-11T07:00:00Z,0.0
122285,2021-11-11T07:30:00Z,0.0
122871,2021-11-11T07:15:00Z,0.0
125323,2021-11-11T07:45:00Z,0.0
128029,2021-11-11T08:00:00Z,0.0
131319,2021-11-11T08:15:00Z,0.0
134091,2021-11-11T08:30:00Z,0.0
137027,2021-11-11T08:45:00Z,0.0
140276,2021-11-11T09:00:00Z,0.0
146062,2021-11-11T09:15:00Z,0.0
152260,2021-11-11T09:30:00Z,0.0
155086,2021-11-11T09:45:00Z,0.0
158048,2021-11-11T10:00:00Z,0.0
161448,2021-11-11T10:15:00Z,0.0
164254,2021-11-11T10:30:00Z,0.0
166740,2021-11-11T10:45:00Z,0.0
169452,2021-11-11T11:00:00Z,0.0
172503,2021-11-11T11:15:00Z,0.0
175411,2021-11-11T11:30:00Z,0.0
177936,2021-11-11T11:45:00Z,0.0
181189,2021-11-11T12:00:00Z,0.0
186003,2021-11-11T12:15:00Z,0.0
190789,2021-11-11T12:30:00Z,0.0
193435,2021-11-11T12:45:00Z,0.0
196122,2021-11-11T13:00:00Z,0.0
199434,2021-11-11T13:15:00Z,0.0
202106,2021-11-11T13:30:00Z,0.0
204705,2021-11-11T13:45:00Z,0.0
207962,2021-11-11T14:00:00Z,0.0
211181,2021-11-11T14:15:00Z,0.0
213504,2021-11-11T14:30:00Z,0.0
215988,2021-11-11T14:45:00Z,0.0
219434,2021-11-11T15:00:00Z,0.0
229952,2021-11-11T15:15:00Z,0.0
232944,2021-11-11T15:30:00Z,0.0
235504,2021-11-11T15:45:00Z,0.0
238546,2021-11-11T16:00:00Z,0.0
249327,2021-11-11T16:15:00Z,0.0
257526,2021-11-11T16:45:00Z,0.0
258058,2021-11-11T16:30:00Z,0.0
260557,2021-11-11T17:00:00Z,0.0
263771,2021-11-11T17:15:00Z,0.0
266690,2021-11-11T17:30:00Z,0.0
269568,2021-11-11T17:45:00Z,0.0
272399,2021-11-11T18:00:00Z,0.0
285934,2021-11-11T18:15:00Z,0.0
290629,2021-11-11T18:30:00Z,0.0
293945,2021-11-11T18:45:00Z,0.0
298523,2021-11-11T19:00:00Z,0.0
301753,2021-11-11T19:15:00Z,0.0
304349,2021-11-11T19:30:00Z,0.0
306837,2021-11-11T19:45:00Z,0.0
309384,2021-11-11T20:00:00Z,0.0
312667,2021-11-11T20:15:00Z,0.0
315310,2021-11-11T20:30:00Z,0.0
318309,2021-11-11T20:45:00Z,0.0
321364,2021-11-11T21:00:00Z,0.0
324490,2021-11-11T21:15:00Z,0.0
326957,2021-11-11T21:30:00Z,0.0
329754,2021-11-11T22:30:00Z,0.0
331950,2021-11-11T21:45:00Z,0.0
336153,2021-11-11T22:00:00Z,0.0
337257,2021-11-11T22:15:00Z,0.0
340661,2021-11-11T22:45:00Z,0.0
343431,2021-11-11T23:00:00Z,0.0
347445,2021-11-11T23:15:00Z,0.0
349830,2021-11-11T23:30:00Z,0.0
352194,2021-11-11T23:45:00Z,0.0
2038,2021-11-12T00:00:00Z,0.0
4390,2021-11-12T00:15:00Z,0.0
6670,2021-11-12T00:30:00Z,0.0
9058,2021-11-12T00:45:00Z,0.0
11707,2021-11-12T01:00:00Z,0.0
14706,2021-11-12T01:15:00Z,0.0
17182,2021-11-12T01:30:00Z,0.0
19595,2021-11-12T01:45:00Z,0.0
22203,2021-11-12T02:00:00Z,0.0
25184,2021-11-12T02:15:00Z,0.0
27717,2021-11-12T02:30:00Z,0.0
30222,2021-11-12T02:45:00Z,0.0
32789,2021-11-12T03:00:00Z,0.0
35968,2021-11-12T03:15:00Z,0.0
38514,2021-11-12T03:30:00Z,0.0
40906,2021-11-12T03:45:00Z,0.0
43890,2021-11-12T04:00:00Z,0.0
51867,2021-11-12T04:15:00Z,0.0
57617,2021-11-12T04:30:00Z,0.0
69441,2021-11-12T04:45:00Z,0.0
74756,2021-11-12T05:00:00Z,0.0
78098,2021-11-12T05:15:00Z,0.0
82445,2021-11-12T05:30:00Z,0.0
88125,2021-11-12T05:45:00Z,0.0
92121,2021-11-12T06:00:00Z,0.0
99960,2021-11-12T06:15:00Z,0.0
105973,2021-11-12T06:30:00Z,0.0
111500,2021-11-12T06:45:00Z,0.0
115125,2021-11-12T07:00:00Z,0.0
119227,2021-11-12T07:15:00Z,0.0
122367,2021-11-12T07:30:00Z,0.0
125286,2021-11-12T07:45:00Z,0.0
128043,2021-11-12T08:00:00Z,0.0
131406,2021-11-12T08:15:00Z,0.0
134313,2021-11-12T08:30:00Z,0.0
137141,2021-11-12T08:45:00Z,0.0
140454,2021-11-12T09:00:00Z,0.2
146044,2021-11-12T09:15:00Z,0.0
151646,2021-11-12T09:30:00Z,0.0
154230,2021-11-12T09:45:00Z,0.0
157161,2021-11-12T10:00:00Z,0.0
160976,2021-11-12T10:15:00Z,0.2
164010,2021-11-12T10:30:00Z,0.0
166478,2021-11-12T10:45:00Z,0.0
169215,2021-11-12T11:00:00Z,0.0
172450,2021-11-12T11:15:00Z,0.0
175671,2021-11-12T11:30:00Z,0.0
178035,2021-11-12T11:45:00Z,0.0
181551,2021-11-12T12:00:00Z,0.0
188489,2021-11-12T12:15:00Z,0.0
191999,2021-11-12T12:30:00Z,0.0
194526,2021-11-12T12:45:00Z,0.0
197486,2021-11-12T13:00:00Z,0.0
200831,2021-11-12T13:15:00Z,0.0
203491,2021-11-12T13:30:00Z,0.0
206214,2021-11-12T13:45:00Z,0.0
208947,2021-11-12T14:00:00Z,0.0
212370,2021-11-12T14:15:00Z,0.0
215080,2021-11-12T14:30:00Z,0.0
217610,2021-11-12T14:45:00Z,0.0
220697,2021-11-12T15:00:00Z,0.2
231156,2021-11-12T15:15:00Z,0.0
234136,2021-11-12T15:30:00Z,0.0
236788,2021-11-12T15:45:00Z,0.0
239058,2021-11-12T20:45:00Z,0.0
247029,2021-11-12T18:00:00Z,0.0
250599,2021-11-12T20:00:00Z,0.0
257365,2021-11-12T16:30:00Z,0.0
257401,2021-11-12T17:30:00Z,0.0
262350,2021-11-12T16:15:00Z,0.0
262782,2021-11-12T17:15:00Z,0.0
268139,2021-11-12T19:45:00Z,0.0
268460,2021-11-12T17:00:00Z,0.0
270356,2021-11-12T16:45:00Z,0.0
277983,2021-11-12T20:15:00Z,0.0
282996,2021-11-12T19:00:00Z,0.0
284012,2021-11-12T20:30:00Z,0.0
293095,2021-11-12T18:30:00Z,0.0
294105,2021-11-12T19:30:00Z,0.0
295509,2021-11-12T17:45:00Z,0.0
300665,2021-11-12T18:45:00Z,0.0
306850,2021-11-12T19:15:00Z,0.0
307258,2021-11-12T18:15:00Z,0.0
314131,2021-11-12T21:00:00Z,0.0
317454,2021-11-12T21:15:00Z,0.0
320047,2021-11-12T21:30:00Z,0.0
322881,2021-11-12T22:30:00Z,0.0
329377,2021-11-12T22:15:00Z,0.0
329903,2021-11-12T22:00:00Z,0.0
331806,2021-11-12T21:45:00Z,0.0
333856,2021-11-12T22:45:00Z,0.0
337416,2021-11-12T23:00:00Z,0.0
341756,2021-11-12T23:15:00Z,0.0
344333,2021-11-12T23:30:00Z,0.0
346921,2021-11-12T23:45:00Z,0.0
2061,2021-11-13T00:00:00Z,0.0
4387,2021-11-13T00:15:00Z,0.0
6789,2021-11-13T00:30:00Z,0.0
9227,2021-11-13T00:45:00Z,0.0
11855,2021-11-13T01:00:00Z,0.0
14926,2021-11-13T01:15:00Z,0.0
17409,2021-11-13T01:30:00Z,0.0
19858,2021-11-13T01:45:00Z,0.0
22571,2021-11-13T02:00:00Z,0.0
25500,2021-11-13T02:15:00Z,0.0
28103,2021-11-13T02:30:00Z,0.0
30572,2021-11-13T02:45:00Z,0.0
33245,2021-11-13T03:00:00Z,0.0
36360,2021-11-13T03:15:00Z,0.0
38860,2021-11-13T03:30:00Z,0.0
41258,2021-11-13T03:45:00Z,0.0
44262,2021-11-13T04:00:00Z,0.0
52323,2021-11-13T04:15:00Z,0.0
57893,2021-11-13T04:30:00Z,0.0
69261,2021-11-13T04:45:00Z,0.0
74741,2021-11-13T05:00:00Z,0.0
78062,2021-11-13T05:15:00Z,0.0
82452,2021-11-13T05:30:00Z,0.0
88044,2021-11-13T05:45:00Z,0.0
91930,2021-11-13T06:00:00Z,0.0
99315,2021-11-13T06:15:00Z,0.0
105792,2021-11-13T06:30:00Z,0.0
111360,2021-11-13T06:45:00Z,0.0
115048,2021-11-13T07:00:00Z,0.0
119038,2021-11-13T07:15:00Z,0.0
122223,2021-11-13T07:30:00Z,0.0
125000,2021-11-13T07:45:00Z,0.0
127658,2021-11-13T08:00:00Z,0.0
130852,2021-11-13T08:15:00Z,0.0
133498,2021-11-13T08:30:00Z,0.0
136373,2021-11-13T08:45:00Z,0.0
139523,2021-11-13T09:00:00Z,0.0
145522,2021-11-13T09:15:00Z,0.0
151259,2021-11-13T09:30:00Z,0.0
153670,2021-11-13T09:45:00Z,0.0
156514,2021-11-13T10:00:00Z,0.0
159998,2021-11-13T10:15:00Z,0.0
162686,2021-11-13T10:30:00Z,0.0
165082,2021-11-13T10:45:00Z,0.0
167689,2021-11-13T11:00:00Z,0.0
170919,2021-11-13T11:15:00Z,0.0
173545,2021-11-13T11:30:00Z,0.0
175986,2021-11-13T11:45:00Z,0.0
179322,2021-11-13T12:00:00Z,0.0
186159,2021-11-13T12:15:00Z,0.0
189526,2021-11-13T12:30:00Z,0.0
191916,2021-11-13T12:45:00Z,0.0
194697,2021-11-13T13:00:00Z,0.0
197913,2021-11-13T13:15:00Z,0.0
200349,2021-11-13T13:30:00Z,0.0
202904,2021-11-13T13:45:00Z,0.0
205553,2021-11-13T14:00:00Z,0.0
208734,2021-11-13T14:15:00Z,0.0
211296,2021-11-13T14:30:00Z,0.0
213799,2021-11-13T14:45:00Z,0.0
216756,2021-11-13T15:00:00Z,0.0
228266,2021-11-13T15:15:00Z,0.0
230815,2021-11-13T15:30:00Z,0.0
233245,2021-11-13T15:45:00Z,0.0
236250,2021-11-13T16:00:00Z,0.0
246851,2021-11-13T16:15:00Z,0.0
252805,2021-11-13T16:30:00Z,0.0
255466,2021-11-13T16:45:00Z,0.0
258685,2021-11-13T17:00:00Z,0.0
261866,2021-11-13T17:15:00Z,0.0
264511,2021-11-13T17:30:00Z,0.0
267397,2021-11-13T17:45:00Z,0.0
270241,2021-11-13T18:00:00Z,0.0
283368,2021-11-13T18:15:00Z,0.0
287857,2021-11-13T18:30:00Z,0.0
291128,2021-11-13T18:45:00Z,0.0
295830,2021-11-13T19:00:00Z,0.0
299018,2021-11-13T19:15:00Z,0.0
301511,2021-11-13T19:30:00Z,0.0
303852,2021-11-13T19:45:00Z,0.0
306419,2021-11-13T20:00:00Z,0.0
309704,2021-11-13T20:15:00Z,0.0
312296,2021-11-13T20:30:00Z,0.0
315437,2021-11-13T20:45:00Z,0.0
318746,2021-11-13T21:00:00Z,0.0
321905,2021-11-13T21:15:00Z,0.0
324349,2021-11-13T21:30:00Z,0.0
327079,2021-11-13T22:30:00Z,0.0
327561,2021-11-13T21:45:00Z,0.0
330113,2021-11-13T22:00:00Z,0.0
330754,2021-11-13T22:15:00Z,0.0
338085,2021-11-13T22:45:00Z,0.0
340782,2021-11-13T23:00:00Z,0.0
344995,2021-11-13T23:15:00Z,0.0
347452,2021-11-13T23:30:00Z,0.0
349899,2021-11-13T23:45:00Z,0.0
2084,2021-11-14T00:00:00Z,0.0
4358,2021-11-14T00:15:00Z,0.0
6683,2021-11-14T00:30:00Z,0.0
9060,2021-11-14T00:45:00Z,0.0
11660,2021-11-14T01:00:00Z,0.0
14603,2021-11-14T01:15:00Z,0.0
17044,2021-11-14T01:30:00Z,0.0
19575,2021-11-14T01:45:00Z,0.0
22188,2021-11-14T02:00:00Z,0.0
25064,2021-11-14T02:15:00Z,0.0
27641,2021-11-14T02:30:00Z,0.0
30148,2021-11-14T02:45:00Z,0.0
32704,2021-11-14T03:00:00Z,0.0
35835,2021-11-14T03:15:00Z,0.0
38300,2021-11-14T03:30:00Z,0.0
40693,2021-11-14T03:45:00Z,0.0
43719,2021-11-14T04:00:00Z,0.0
51768,2021-11-14T04:15:00Z,0.0
57686,2021-11-14T04:30:00Z,0.0
69834,2021-11-14T04:45:00Z,0.0
74720,2021-11-14T05:00:00Z,0.0
78120,2021-11-14T05:15:00Z,0.0
82788,2021-11-14T05:30:00Z,0.0
88488,2021-11-14T05:45:00Z,0.0
92218,2021-11-14T06:00:00Z,0.0
100209,2021-11-14T06:15:00Z,0.0
106170,2021-11-14T06:30:00Z,0.0
111686,2021-11-14T06:45:00Z,0.0
115273,2021-11-14T07:00:00Z,0.0
119185,2021-11-14T07:15:00Z,0.0
122347,2021-11-14T07:30:00Z,0.0
125174,2021-11-14T07:45:00Z,0.0
127796,2021-11-14T08:00:00Z,0.0
131054,2021-11-14T08:15:00Z,0.0
133718,2021-11-14T08:30:00Z,0.0
136482,2021-11-14T08:45:00Z,0.0
139733,2021-11-14T09:00:00Z,0.0
145481,2021-11-14T09:15:00Z,0.0
150783,2021-11-14T09:30:00Z,0.0
153273,2021-11-14T09:45:00Z,0.0
156174,2021-11-14T10:00:00Z,0.0
159676,2021-11-14T10:15:00Z,0.0
162339,2021-11-14T10:30:00Z,0.0
164776,2021-11-14T10:45:00Z,0.0
167295,2021-11-14T11:00:00Z,0.0
170359,2021-11-14T11:15:00Z,0.0
172940,2021-11-14T11:30:00Z,0.0
175528,2021-11-14T11:45:00Z,0.0
178907,2021-11-14T12:00:00Z,0.0
185445,2021-11-14T12:15:00Z,0.0
189157,2021-11-14T12:30:00Z,0.0
191619,2021-11-14T12:45:00Z,0.0
194242,2021-11-14T13:00:00Z,0.0
197439,2021-11-14T13:15:00Z,0.0
199972,2021-11-14T13:30:00Z,0.0
202651,2021-11-14T13:45:00Z,0.0
205156,2021-11-14T14:00:00Z,0.0
208421,2021-11-14T14:15:00Z,0.0
211081,2021-11-14T14:30:00Z,0.0
213569,2021-11-14T14:45:00Z,0.0
216431,2021-11-14T15:00:00Z,0.0
227931,2021-11-14T15:15:00Z,0.0
230565,2021-11-14T15:30:00Z,0.0
233046,2021-11-14T15:45:00Z,0.0
236054,2021-11-14T16:00:00Z,0.0
247401,2021-11-14T16:15:00Z,0.0
252969,2021-11-14T16:30:00Z,0.0
255486,2021-11-14T16:45:00Z,0.0
258609,2021-11-14T17:00:00Z,0.0
261935,2021-11-14T17:15:00Z,0.0
264625,2021-11-14T17:30:00Z,0.0
267508,2021-11-14T17:45:00Z,0.0
270399,2021-11-14T18:00:00Z,0.0
283557,2021-11-14T18:15:00Z,0.0
288299,2021-11-14T18:30:00Z,0.0
291426,2021-11-14T18:45:00Z,0.0
296033,2021-11-14T19:00:00Z,0.0
299184,2021-11-14T19:15:00Z,0.0
301977,2021-11-14T19:30:00Z,0.0
304314,2021-11-14T19:45:00Z,0.0
306798,2021-11-14T20:00:00Z,0.0
310101,2021-11-14T20:15:00Z,0.0
312743,2021-11-14T20:30:00Z,0.0
315712,2021-11-14T20:45:00Z,0.0
318777,2021-11-14T21:00:00Z,0.0
321945,2021-11-14T21:15:00Z,0.0
324458,2021-11-14T21:30:00Z,0.0
327329,2021-11-14T22:30:00Z,0.0
330801,2021-11-14T22:00:00Z,0.0
332770,2021-11-14T21:45:00Z,0.0
333276,2021-11-14T22:15:00Z,0.0
337997,2021-11-14T22:45:00Z,0.0
340623,2021-11-14T23:00:00Z,0.0
344668,2021-11-14T23:15:00Z,0.0
347188,2021-11-14T23:30:00Z,0.0
349771,2021-11-14T23:45:00Z,0.0
2070,2021-11-15T00:00:00Z,0.0
4415,2021-11-15T00:15:00Z,0.0
6752,2021-11-15T00:30:00Z,0.0
9137,2021-11-15T00:45:00Z,0.0
11741,2021-11-15T01:00:00Z,0.0
14832,2021-11-15T01:15:00Z,0.0
17357,2021-11-15T01:30:00Z,0.0
19874,2021-11-15T01:45:00Z,0.0
22479,2021-11-15T02:00:00Z,0.0
25361,2021-11-15T02:15:00Z,0.0
27978,2021-11-15T02:30:00Z,0.0
30594,2021-11-15T02:45:00Z,0.0
33163,2021-11-15T03:00:00Z,0.0
36156,2021-11-15T03:15:00Z,0.0
38705,2021-11-15T03:30:00Z,0.0
41248,2021-11-15T03:45:00Z,0.0
44064,2021-11-15T04:00:00Z,0.0
51830,2021-11-15T04:15:00Z,0.0
57714,2021-11-15T04:30:00Z,0.0
69492,2021-11-15T04:45:00Z,0.0
74451,2021-11-15T05:00:00Z,0.0
77723,2021-11-15T05:15:00Z,0.0
82406,2021-11-15T05:30:00Z,0.0
88172,2021-11-15T05:45:00Z,0.0
91989,2021-11-15T06:00:00Z,0.0
99520,2021-11-15T06:15:00Z,0.0
105619,2021-11-15T06:30:00Z,0.0
111119,2021-11-15T06:45:00Z,0.0
114711,2021-11-15T07:00:00Z,0.0
118648,2021-11-15T07:15:00Z,0.0
121899,2021-11-15T07:30:00Z,0.0
124772,2021-11-15T07:45:00Z,0.0
127370,2021-11-15T08:00:00Z,0.0
130628,2021-11-15T08:15:00Z,0.0
133234,2021-11-15T08:30:00Z,0.0
136174,2021-11-15T08:45:00Z,0.0
139586,2021-11-15T09:00:00Z,0.0
145259,2021-11-15T09:15:00Z,0.0
151309,2021-11-15T09:30:00Z,0.0
153857,2021-11-15T09:45:00Z,0.0
156823,2021-11-15T10:00:00Z,0.0
160384,2021-11-15T10:15:00Z,0.0
163055,2021-11-15T10:30:00Z,0.0
165609,2021-11-15T10:45:00Z,0.0
168314,2021-11-15T11:00:00Z,0.0
171236,2021-11-15T11:15:00Z,0.0
173938,2021-11-15T11:30:00Z,0.0
176522,2021-11-15T11:45:00Z,0.0
180228,2021-11-15T12:00:00Z,0.0
186867,2021-11-15T12:15:00Z,0.0
190531,2021-11-15T12:30:00Z,0.0
193048,2021-11-15T12:45:00Z,0.0
195761,2021-11-15T13:00:00Z,0.0
198937,2021-11-15T13:15:00Z,0.0
201798,2021-11-15T13:30:00Z,0.0
204448,2021-11-15T13:45:00Z,0.0
207482,2021-11-15T14:00:00Z,0.0
210739,2021-11-15T14:15:00Z,0.0
213994,2021-11-15T14:30:00Z,0.0
216549,2021-11-15T14:45:00Z,0.0
219471,2021-11-15T15:00:00Z,0.0
230059,2021-11-15T15:15:00Z,0.0
232903,2021-11-15T15:30:00Z,0.0
235440,2021-11-15T15:45:00Z,0.0
238502,2021-11-15T16:00:00Z,0.0
249081,2021-11-15T16:15:00Z,0.0
254912,2021-11-15T16:30:00Z,0.0
257792,2021-11-15T16:45:00Z,0.0
260780,2021-11-15T17:00:00Z,0.0
263935,2021-11-15T17:15:00Z,0.0
266853,2021-11-15T17:30:00Z,0.0
269727,2021-11-15T17:45:00Z,0.0
272507,2021-11-15T18:00:00Z,0.0
285393,2021-11-15T18:15:00Z,0.0
290273,2021-11-15T18:30:00Z,0.0
293388,2021-11-15T18:45:00Z,0.0
297960,2021-11-15T19:00:00Z,0.0
301099,2021-11-15T19:15:00Z,0.0
303670,2021-11-15T19:30:00Z,0.0
306170,2021-11-15T19:45:00Z,0.0
308673,2021-11-15T20:00:00Z,0.0
311916,2021-11-15T20:15:00Z,0.0
314793,2021-11-15T20:30:00Z,0.0
317819,2021-11-15T20:45:00Z,0.0
320913,2021-11-15T21:00:00Z,0.0
324073,2021-11-15T21:15:00Z,0.0
326697,2021-11-15T21:30:00Z,0.0
329451,2021-11-15T22:30:00Z,0.0
330480,2021-11-15T21:45:00Z,0.0
330655,2021-11-15T22:15:00Z,0.0
337337,2021-11-15T22:00:00Z,0.0
340742,2021-11-15T22:45:00Z,0.0
343318,2021-11-15T23:00:00Z,0.0
347367,2021-11-15T23:15:00Z,0.0
349903,2021-11-15T23:30:00Z,0.0
352439,2021-11-15T23:45:00Z,0.0
1990,2021-11-16T00:00:00Z,0.0
4345,2021-11-16T00:15:00Z,0.0
6829,2021-11-16T00:30:00Z,0.0
9085,2021-11-16T00:45:00Z,0.0
11642,2021-11-16T01:00:00Z,0.0
14677,2021-11-16T01:15:00Z,0.0
17234,2021-11-16T01:30:00Z,0.0
19646,2021-11-16T01:45:00Z,0.0
22220,2021-11-16T02:00:00Z,0.0
25166,2021-11-16T02:15:00Z,0.0
27750,2021-11-16T02:30:00Z,0.0
30312,2021-11-16T02:45:00Z,0.0
32832,2021-11-16T03:00:00Z,0.0
35916,2021-11-16T03:15:00Z,0.0
38452,2021-11-16T03:30:00Z,0.0
40843,2021-11-16T03:45:00Z,0.0
43711,2021-11-16T04:00:00Z,0.0
51344,2021-11-16T04:15:00Z,0.0
57399,2021-11-16T04:30:00Z,0.0
69154,2021-11-16T04:45:00Z,0.0
74491,2021-11-16T05:00:00Z,0.0
77772,2021-11-16T05:15:00Z,0.0
82014,2021-11-16T05:30:00Z,0.0
88108,2021-11-16T05:45:00Z,0.0
